0.0000	4748.7064	992874.8858	24.5900	0.0000	0.0000	0.0000	0.0000	35.1756	NaN	-0.0000	0.0179
Model:    1. MACH/HBL Invitro 6Turn
Number of Channel:  2
Cbank:  50nF
Cx1:  2.2nF
PicoScope V range:   1.0000
Parameters of Sample:   RCL1_no4
Concentration (mg/ml):   5.2300
Volumn (ml):   0.5000
Experiment Date:	11/23/2017	8:11 PM	Recording Period (ms): 1000.0000
Time	H	Frequency	T1	T2	T3	IpSupply	VpSupply	Current	SAR	sd SAR	L
0.0000	4748.5657	992874.8224	24.5700	0.0000	0.0000	0.0000	0.0000	35.1746	NaN	-0.0000	0.0179
0.0000	4747.9694	992875.3745	24.4500	0.0000	0.0000	0.0000	0.0000	35.1701	NaN	-0.0000	0.0179
0.0000	4747.3732	992874.9474	24.5300	0.0000	0.0000	0.0000	0.0000	35.1657	NaN	-0.0000	0.0179
0.0000	4746.6900	992874.4398	24.4600	0.0000	0.0000	0.0000	0.0000	35.1607	NaN	-0.0000	0.0179
0.0000	4745.1290	992874.7931	24.4600	0.0000	0.0000	0.0000	0.0000	35.1491	NaN	-0.0000	0.0179
0.0000	4745.0420	992875.3559	24.5500	0.0000	0.0000	0.0000	0.0000	35.1485	NaN	-0.0000	0.0179
0.0000	4746.0068	992874.1619	24.5600	0.0000	0.0000	0.0000	0.0000	35.1556	NaN	-0.0000	0.0179
0.0000	4746.3215	992874.9452	24.5000	0.0000	0.0000	0.0000	0.0000	35.1579	NaN	-0.0000	0.0179
0.0000	4749.3027	992874.4470	24.2300	0.0000	0.0000	0.0000	0.0000	35.1800	NaN	-0.0000	0.0179
0.0000	4750.1804	992874.2876	23.6900	0.0000	0.0000	0.0000	0.0000	35.1865	NaN	-0.0000	0.0179
0.0000	4749.4434	992874.1813	23.6400	0.0000	0.0000	0.0000	0.0000	35.1811	NaN	-0.0000	0.0179
0.0000	4743.0794	992869.7241	23.7100	0.0000	0.0000	0.0000	0.0000	35.1339	NaN	-0.0000	0.0179
0.0000	4626.7914	992535.0537	23.8100	0.0000	0.0000	0.0000	0.0000	34.2725	NaN	-0.0000	0.0179
0.0000	4622.7253	992525.2293	23.6800	0.0000	0.0000	0.0000	0.0000	34.2424	NaN	-0.0000	0.0179
0.0000	4623.3215	992525.2286	23.7700	0.0000	0.0000	0.0000	0.0000	34.2468	NaN	-0.0000	0.0179
0.0000	4619.2017	992525.6312	23.7700	0.0000	0.0000	0.0000	0.0000	34.2163	NaN	-0.0000	0.0179
0.0000	4620.8496	992525.1568	23.7700	0.0000	0.0000	0.0000	0.0000	34.2285	NaN	-0.0000	0.0179
0.0000	4623.0068	992524.8869	23.9000	0.0000	0.0000	0.0000	0.0000	34.2445	NaN	-0.0000	0.0179
0.0000	4621.5328	992524.4527	23.7600	0.0000	0.0000	0.0000	0.0000	34.2336	NaN	-0.0000	0.0179
0.0000	4619.7441	992525.0217	23.7800	0.0000	0.0000	0.0000	0.0000	34.2203	NaN	-0.0000	0.0179
0.0000	4622.7791	992524.7093	23.7900	0.0000	0.0000	0.0000	0.0000	34.2428	NaN	-0.0000	0.0179
0.0000	4618.8332	992524.6854	23.7600	0.0000	0.0000	0.0000	0.0000	34.2136	NaN	-0.0000	0.0179
0.0000	4620.1126	992524.8711	23.7000	0.0000	0.0000	0.0000	0.0000	34.2231	NaN	-0.0000	0.0179
0.0000	4620.9904	992524.4935	23.7700	0.0000	0.0000	0.0000	0.0000	34.2296	NaN	-0.0000	0.0179
0.0000	4618.6054	992524.3942	24.0300	0.0000	0.0000	0.0000	0.0000	34.2119	NaN	-0.0000	0.0179
0.0000	4619.4294	992523.6878	24.4300	0.0000	0.0000	0.0000	0.0000	34.2180	NaN	-0.0000	0.0179
0.0000	4620.1664	992524.0913	24.9400	0.0000	0.0000	0.0000	0.0000	34.2235	NaN	-0.0000	0.0179
0.0000	4620.3941	992523.3476	25.4400	0.0000	0.0000	0.0000	0.0000	34.2251	NaN	-0.0000	0.0179
0.0000	4618.8332	992523.5537	25.7200	0.0000	0.0000	0.0000	0.0000	34.2136	NaN	-0.0000	0.0179
0.0000	4619.6571	992523.5429	26.2300	0.0000	0.0000	0.0000	0.0000	34.2197	NaN	-0.0000	0.0179
0.0000	4620.9904	992522.9161	26.6200	0.0000	0.0000	0.0000	0.0000	34.2296	NaN	-0.0000	0.0179
0.0000	4618.8332	992523.4179	26.9400	0.0000	0.0000	0.0000	0.0000	34.2136	NaN	-0.0000	0.0179
0.0000	4617.4667	992523.6227	27.3000	0.0000	0.0000	0.0000	0.0000	34.2035	NaN	-0.0000	0.0179
0.0000	4620.3941	992523.4605	27.4300	0.0000	0.0000	0.0000	0.0000	34.2251	NaN	-0.0000	0.0179
0.0000	4619.7109	992523.4425	27.5200	0.0000	0.0000	0.0000	0.0000	34.2201	NaN	-0.0000	0.0179
0.0000	4619.9386	992523.3401	27.6900	0.0000	0.0000	0.0000	0.0000	34.2218	NaN	-0.0000	0.0179
0.0000	4619.7979	992523.1555	27.9700	0.0000	0.0000	0.0000	0.0000	34.2207	NaN	-0.0000	0.0179
0.0000	4619.7109	992523.0525	28.0000	0.0000	0.0000	0.0000	0.0000	34.2201	NaN	-0.0000	0.0179
0.0000	4618.3239	992523.2159	28.1000	0.0000	0.0000	0.0000	0.0000	34.2098	NaN	-0.0000	0.0179
0.0000	4619.5702	992522.7875	28.3100	0.0000	0.0000	0.0000	0.0000	34.2190	NaN	-0.0000	0.0179
0.0000	4619.1479	992522.9251	28.3400	0.0000	0.0000	0.0000	0.0000	34.2159	NaN	-0.0000	0.0179
0.0000	4620.5681	992522.1858	28.5000	0.0000	0.0000	0.0000	0.0000	34.2264	NaN	-0.0000	0.0179
0.0000	4617.8352	992522.0672	28.5800	0.0000	0.0000	0.0000	0.0000	34.2062	NaN	-0.0000	0.0179
0.0000	4615.3965	992522.6524	28.5500	0.0000	0.0000	0.0000	0.0000	34.1881	NaN	-0.0000	0.0179
0.0000	4616.3612	992522.6290	28.7900	0.0000	0.0000	0.0000	0.0000	34.1953	NaN	-0.0000	0.0179
0.0000	4617.5537	992521.7396	28.9400	0.0000	0.0000	0.0000	0.0000	34.2041	NaN	-0.0000	0.0179
0.0000	4620.1664	992521.7083	29.0700	0.0000	0.0000	0.0000	0.0000	34.2186	NaN	-0.0000	0.0179
0.0000	4620.5349	992521.1931	29.2300	0.0000	0.0000	0.0000	0.0000	34.2262	NaN	-0.0000	0.0179
0.0000	4617.4130	992522.1290	29.3700	0.0000	0.0000	0.0000	0.0000	34.2031	NaN	-0.0000	0.0179
0.0000	4617.3260	992522.2564	29.3600	0.0000	0.0000	0.0000	0.0000	34.2024	NaN	-0.0000	0.0179
0.0000	4617.1852	992521.1261	29.4000	0.0000	0.0000	0.0000	0.0000	34.2014	NaN	-0.0000	0.0179
0.0000	4618.0092	992521.5320	29.6600	0.0000	0.0000	0.0000	0.0000	34.2075	NaN	-0.0000	0.0179
0.0000	4619.2017	992521.6737	29.8700	0.0000	0.0000	0.0000	0.0000	34.2163	NaN	-0.0000	0.0179
0.0000	4618.1499	992520.9917	29.8000	0.0000	0.0000	0.0000	0.0000	34.2085	NaN	-0.0000	0.0179
0.0000	4617.2722	992521.1759	29.8900	0.0000	0.0000	0.0000	0.0000	34.2020	NaN	-0.0000	0.0179
0.0000	4616.5890	992521.9966	30.0600	0.0000	0.0000	0.0000	0.0000	34.1970	NaN	-0.0000	0.0179
0.0000	4617.6407	992521.2841	30.1900	0.0000	0.0000	0.0000	0.0000	34.2047	NaN	-0.0000	0.0179
0.0000	4618.4647	992521.6015	30.3600	0.0000	0.0000	0.0000	0.0000	34.2108	NaN	-0.0000	0.0179
0.0000	4621.0774	992520.6702	30.4600	0.0000	0.0000	0.0000	0.0000	34.2302	NaN	-0.0000	0.0179
0.0000	4616.8705	992520.2452	30.5100	0.0000	0.0000	0.0000	0.0000	34.1990	NaN	-0.0000	0.0179
0.0000	4616.9575	992521.3994	30.6500	0.0000	0.0000	0.0000	0.0000	34.1997	NaN	-0.0000	0.0179
0.0000	4618.3777	992520.6460	30.7600	0.0000	0.0000	0.0000	0.0000	34.2102	NaN	-0.0000	0.0179
0.0000	4615.0818	992520.7604	30.7900	0.0000	0.0000	0.0000	0.0000	34.1858	NaN	-0.0000	0.0179
0.0000	4615.0818	992520.7604	30.8400	0.0000	0.0000	0.0000	0.0000	34.1858	NaN	-0.0000	0.0179
0.0000	4619.2017	992521.5512	31.0400	0.0000	0.0000	0.0000	0.0000	34.2163	NaN	-0.0000	0.0179
0.0000	4618.8332	992521.7352	31.1200	0.0000	0.0000	0.0000	0.0000	34.2136	NaN	-0.0000	0.0179
0.0000	4616.1335	992521.2991	31.1400	0.0000	0.0000	0.0000	0.0000	34.1936	NaN	-0.0000	0.0179
0.0000	4618.1499	992521.7889	31.2500	0.0000	0.0000	0.0000	0.0000	34.2085	NaN	-0.0000	0.0179
0.0000	4615.5373	992520.9225	31.3300	0.0000	0.0000	0.0000	0.0000	34.1892	NaN	-0.0000	0.0179
0.0000	4617.7815	992520.3063	31.4100	0.0000	0.0000	0.0000	0.0000	34.2058	NaN	-0.0000	0.0179
0.0000	4618.8869	992520.2652	31.5100	0.0000	0.0000	0.0000	0.0000	34.2140	NaN	-0.0000	0.0179
0.0000	4615.9058	992519.8730	31.6700	0.0000	0.0000	0.0000	0.0000	34.1919	NaN	-0.0000	0.0179
0.0000	4616.3612	992520.7294	31.8700	0.0000	0.0000	0.0000	0.0000	34.1953	NaN	-0.0000	0.0179
0.0000	4617.9222	992520.6627	31.8900	0.0000	0.0000	0.0000	0.0000	34.2068	NaN	-0.0000	0.0179
0.0000	4616.5020	992520.0639	31.9100	0.0000	0.0000	0.0000	0.0000	34.1963	NaN	-0.0000	0.0179
0.0000	4616.5890	992520.1894	31.9500	0.0000	0.0000	0.0000	0.0000	34.1970	NaN	-0.0000	0.0179
0.0000	4617.8352	992519.1174	32.0900	0.0000	0.0000	0.0000	0.0000	34.2062	NaN	-0.0000	0.0179
0.0000	4616.7297	992519.6352	32.3100	0.0000	0.0000	0.0000	0.0000	34.1980	NaN	-0.0000	0.0179
0.0000	4615.1688	992520.3856	32.3600	0.0000	0.0000	0.0000	0.0000	34.1864	NaN	-0.0000	0.0179
0.0000	4615.1688	992520.3856	32.4400	0.0000	0.0000	0.0000	0.0000	34.1864	NaN	-0.0000	0.0179
0.0000	4614.6263	992520.5471	32.5300	0.0000	0.0000	0.0000	0.0000	34.1824	NaN	-0.0000	0.0179
0.0000	4614.6263	992520.5471	32.5400	0.0000	0.0000	0.0000	0.0000	34.1824	NaN	-0.0000	0.0179
0.0000	4614.7133	992520.4129	32.5200	0.0000	0.0000	0.0000	0.0000	34.1831	NaN	-0.0000	0.0179
0.0000	4614.7133	992520.4129	32.5600	0.0000	0.0000	0.0000	0.0000	34.1831	NaN	-0.0000	0.0179
