Parameters of Sample:   Name of the Sample
Concentration (mg/ml):   8.6800
Volumn (ml):   0.4000
Experiment Date:	10/31/2017	12:09 PM	Recording Period (ms): 1000.0000

Time	H	Frequency	T1	T2	T3	IpSupply	VpSupply	Current	SAR	sd SAR	L
220.0000	4932.3120	992774.4626	24.6000	0.0000	0.0000	1.4210	18.3940	36.5356	0.0000	0.0000	0.0000
221.0000	4928.9291	992775.2993	24.5900	0.0000	0.0000	1.4210	18.3940	36.5106	0.0000	0.0000	0.0000
222.0000	4930.5233	992775.4926	24.6000	0.0000	0.0000	1.4210	18.3940	36.5224	0.0000	0.0000	0.0000
223.0000	4930.2086	992775.7631	24.5900	0.0000	0.0000	1.4210	18.3940	36.5201	0.0000	0.0000	0.0000
224.0000	4930.2086	992776.8245	24.5800	0.0000	0.0000	1.4210	18.3940	36.5136	0.0000	0.0000	0.0000
225.0000	4929.6993	992774.5988	24.5800	0.0000	0.0000	1.4210	18.3940	36.5163	0.0000	0.0000	0.0000
226.0000	4928.7884	992777.3890	24.5500	0.0000	0.0000	1.4210	18.3940	36.5095	0.0000	0.0000	0.0000
227.0000	4928.5606	992775.9525	24.5200	0.0000	0.0000	1.4210	18.3940	36.5079	0.0000	0.0000	0.0000
228.0000	4931.4010	992774.7989	24.5800	0.0000	0.0000	1.4120	18.3940	36.5289	0.0000	0.0000	0.0000
229.0000	4929.8401	992774.8164	24.6100	0.0000	0.0000	1.4210	18.3940	36.5173	0.0000	0.0000	0.0000
230.0000	4930.2956	992775.4202	24.5700	0.0000	0.0000	1.4210	18.3940	36.5207	0.0000	0.0000	0.0000
231.0000	4929.4716	992776.3745	24.5900	0.0000	0.0000	1.4210	18.3940	36.5146	0.0000	0.0000	0.0000
232.0000	4928.7884	992775.5169	24.6200	0.0000	0.0000	1.4210	18.3940	36.5095	0.0000	0.0000	0.0000
233.0000	4931.1195	992776.3389	24.6200	0.0000	0.0000	1.4210	18.3940	36.5268	0.0000	0.0000	0.0000
234.0000	4931.4880	992777.3949	24.5900	0.0000	0.0000	1.4210	18.3940	36.5295	0.0000	0.0000	0.0000
235.0000	4930.4363	992776.6525	24.6000	0.0000	0.0000	1.4210	18.3940	36.5218	0.0000	0.0000	0.0000
236.0000	4930.5233	992775.6479	24.6000	0.0000	0.0000	1.4210	18.3940	36.5224	0.0000	0.0000	0.0000
237.0000	4931.5418	992776.7018	24.6900	0.0000	0.0000	1.4210	18.3940	36.5299	0.0000	0.0000	0.0000
238.0000	4929.0161	992777.0254	24.6900	0.0000	0.0000	1.4120	18.3940	36.5112	0.0000	0.0000	0.0000
239.0000	4927.9106	992775.0075	24.6600	0.0000	0.0000	1.4210	18.3940	36.5030	0.0000	0.0000	0.0000
240.0000	4927.9644	992775.7500	24.7000	0.0000	0.0000	1.4210	18.3940	36.5034	0.0000	0.0000	0.0000
241.0000	4930.1548	992776.5504	24.6300	0.0000	0.0000	1.4210	18.3940	36.5197	0.0000	0.0000	0.0000
242.0000	4932.9082	992775.9468	24.5600	0.0000	0.0000	1.4210	18.3940	36.5401	0.0000	0.0000	0.0000
243.0000	4928.6476	992778.1187	24.5500	0.0000	0.0000	1.4210	18.3940	36.5085	0.0000	0.0000	0.0000
244.0000	4930.5771	992776.9858	24.5800	0.0000	0.0000	1.4210	18.3940	36.5228	0.0000	0.0000	0.0000
245.0000	4932.3120	992776.0356	24.6600	0.0000	0.0000	1.4210	18.3940	36.5356	0.0000	0.0000	0.0000
246.0000	4931.4010	992775.6247	24.6600	0.0000	0.0000	1.4210	18.3940	36.5289	0.0000	0.0000	0.0000
247.0000	4931.4010	992775.6247	24.6900	0.0000	0.0000	1.4210	18.3940	36.5289	0.0000	0.0000	0.0000
248.0000	4929.0161	992776.9727	24.7100	0.0000	0.0000	1.4210	18.3940	36.5112	0.0000	0.0000	0.0000
249.0000	4930.6641	992777.8300	24.6600	0.0000	0.0000	1.4210	18.3940	36.5119	0.0000	0.0000	0.0000
250.0000	4931.0326	992777.1339	24.7800	0.0000	0.0000	1.4210	18.3940	36.5262	0.0000	0.0000	0.0000
251.0000	4930.4363	992777.2906	24.7900	0.0000	0.0000	1.4210	18.3940	36.5218	0.0000	0.0000	0.0000
252.0000	4929.9271	992777.0747	24.7400	0.0000	0.0000	1.4210	18.3940	36.5180	0.0000	0.0000	0.0000
253.0000	4929.9271	992777.0747	24.7400	0.0000	0.0000	1.4210	18.3940	36.5180	0.0000	0.0000	0.0000
254.0000	4929.9808	992777.2441	24.7400	0.0000	0.0000	1.4210	18.3940	36.5184	0.0000	0.0000	0.0000
255.0000	4929.9808	992777.2441	24.7700	0.0000	0.0000	1.4210	18.3940	36.5184	0.0000	0.0000	0.0000
256.0000	4929.6123	992776.6196	24.7900	0.0000	0.0000	1.4210	18.3940	36.5156	0.0000	0.0000	0.0000
257.0000	4929.6123	992776.6196	24.7700	0.0000	0.0000	1.4210	18.3940	36.5156	0.0000	0.0000	0.0000
258.0000	4928.1921	992775.2914	24.8100	0.0000	0.0000	1.4210	18.3940	36.5051	0.0000	0.0000	0.0000
259.0000	4928.1921	992775.2914	24.8200	0.0000	0.0000	1.4210	18.3940	36.5051	0.0000	0.0000	0.0000
260.0000	4927.6829	992774.8714	24.8600	0.0000	0.0000	1.4210	18.3940	36.5014	0.0000	0.0000	0.0000
261.0000	4929.0161	992775.8223	24.8300	0.0000	0.0000	1.4120	18.3940	36.5112	0.0000	0.0000	0.0000
262.0000	4930.5771	992776.9291	24.8100	0.0000	0.0000	1.4210	18.3940	36.5228	0.0000	0.0000	0.0000
263.0000	4930.0678	992777.9812	24.8100	0.0000	0.0000	1.4210	18.3940	36.5190	0.0000	0.0000	0.0000
264.0000	4930.0678	992777.9812	24.7700	0.0000	0.0000	1.4210	18.3940	36.5190	0.0000	0.0000	0.0000
265.0000	4929.3846	992778.4148	24.8000	0.0000	0.0000	1.4210	18.3940	36.5140	0.0000	0.0000	0.0000
266.0000	4929.3846	992778.4148	24.8500	0.0000	0.0000	1.4210	18.3940	36.5140	0.0000	0.0000	0.0000
267.0000	4928.5606	992776.5440	24.9100	0.0000	0.0000	1.4210	18.3940	36.5079	0.0000	0.0000	0.0000
268.0000	4931.3141	992777.7333	24.8400	0.0000	0.0000	1.4210	18.3940	36.5283	0.0000	0.0000	0.0000
269.0000	4931.3141	992777.7333	24.8400	0.0000	0.0000	1.4210	18.3940	36.5283	0.0000	0.0000	0.0000
270.0000	4931.6288	992778.7564	24.8600	0.0000	0.0000	1.4210	18.3940	36.5306	0.0000	0.0000	0.0000
271.0000	4930.6103	992778.7363	24.8800	0.0000	0.0000	1.4210	18.3940	36.5230	0.0000	0.0000	0.0000
272.0000	4930.6103	992778.7363	24.8800	0.0000	0.0000	1.4210	18.3940	36.5230	0.0000	0.0000	0.0000
273.0000	4930.5771	992777.8113	24.8500	0.0000	0.0000	1.4210	18.3940	36.5228	0.0000	0.0000	0.0000
274.0000	4928.7884	992775.5552	24.8100	0.0000	0.0000	1.4210	18.3940	36.5095	0.0000	0.0000	0.0000
275.0000	4928.7884	992775.5552	24.8400	0.0000	0.0000	1.4210	18.3940	36.5095	0.0000	0.0000	0.0000
276.0000	4928.7884	992775.5552	24.8400	0.0000	0.0000	1.4210	18.3940	36.5095	0.0000	0.0000	0.0000
277.0000	4927.6829	992775.3647	24.8400	0.0000	0.0000	1.4210	18.3940	36.5014	0.0000	0.0000	0.0000
278.0000	4927.7367	992778.4718	24.8100	0.0000	0.0000	1.4210	18.3940	36.5018	0.0000	0.0000	0.0000
279.0000	4927.7367	992778.4718	24.8600	0.0000	0.0000	1.4210	18.3940	36.5018	0.0000	0.0000	0.0000
280.0000	4927.2274	992778.8093	24.8900	0.0000	0.0000	1.4210	18.3940	36.4980	0.0000	0.0000	0.0000
281.0000	4926.9127	992778.4415	24.8800	0.0000	0.0000	1.4210	18.3940	36.4956	0.0000	0.0000	0.0000
282.0000	4930.6641	992777.6842	24.9800	0.0000	0.0000	1.4210	18.3940	36.5234	0.0000	0.0000	0.0000
283.0000	4928.8754	992779.3744	24.9800	0.0000	0.0000	1.4210	18.3940	36.5102	0.0000	0.0000	0.0000
284.0000	4930.1216	992779.9030	25.0000	0.0000	0.0000	1.4210	18.3940	36.5194	0.0000	0.0000	0.0000
285.0000	4929.6123	992779.7371	24.9600	0.0000	0.0000	1.4210	18.3940	36.5156	0.0000	0.0000	0.0000
286.0000	4929.0161	992779.6081	24.8900	0.0000	0.0000	1.4210	18.3940	36.5112	0.0000	0.0000	0.0000
287.0000	4930.8918	992778.6547	24.9300	0.0000	0.0000	1.4210	18.3940	36.5251	0.0000	0.0000	0.0000
288.0000	4931.9435	992777.6289	24.9000	0.0000	0.0000	1.4210	18.3940	36.5329	0.0000	0.0000	0.0000
289.0000	4928.4199	992778.5501	24.9100	0.0000	0.0000	1.4210	18.3940	36.5068	0.0000	0.0000	0.0000
290.0000	4930.0678	992778.8734	24.8900	0.0000	0.0000	1.4210	18.3940	36.5190	0.0000	0.0000	0.0000
291.0000	4928.7884	992778.5466	24.8400	0.0000	0.0000	1.4210	18.3940	36.5140	0.0000	0.0000	0.0000
292.0000	4931.1733	992778.1097	24.9300	0.0000	0.0000	1.4210	18.3940	36.5272	0.0000	0.0000	0.0000
293.0000	4929.0161	992778.7714	24.9700	0.0000	0.0000	1.4210	18.3940	36.5112	0.0000	0.0000	0.0000
294.0000	4928.1384	992778.8763	24.9400	0.0000	0.0000	1.4210	18.3940	36.5047	0.0000	0.0000	0.0000
295.0000	4928.1921	992779.6141	24.9000	0.0000	0.0000	1.4210	18.3940	36.5051	0.0000	0.0000	0.0000
296.0000	4928.8754	992780.4306	24.9400	0.0000	0.0000	1.4210	18.3940	36.5102	0.0000	0.0000	0.0000
297.0000	4929.6993	992778.0145	24.9600	0.0000	0.0000	1.4210	18.3940	36.5163	0.0000	0.0000	0.0000
298.0000	4929.0161	992779.9707	24.9600	0.0000	0.0000	1.4210	18.3940	36.5112	0.0000	0.0000	0.0000
299.0000	4930.2086	992779.9488	25.0300	0.0000	0.0000	1.4210	18.3940	36.5201	0.0000	0.0000	0.0000
300.0000	4927.5959	992780.2531	25.0600	0.0000	0.0000	1.4210	18.3940	36.5007	0.0000	0.0000	0.0000
301.0000	4929.0161	992780.1632	24.9800	0.0000	0.0000	1.4210	18.3940	36.5112	0.0000	0.0000	0.0000
302.0000	4928.5606	992778.4442	24.9600	0.0000	0.0000	1.4210	18.3940	36.5079	0.0000	0.0000	0.0000
303.0000	4928.7346	992779.2269	24.9700	0.0000	0.0000	1.4210	18.3940	36.5091	0.0000	0.0000	0.0000
304.0000	4928.3329	992778.7728	25.0100	0.0000	0.0000	1.4210	18.3940	36.5062	0.0000	0.0000	0.0000
305.0000	4929.7531	992781.4760	24.9500	0.0000	0.0000	1.4210	18.3940	36.5167	0.0000	0.0000	0.0000
306.0000	4929.2439	992779.4127	24.9800	0.0000	0.0000	1.4210	18.3940	36.5129	0.0000	0.0000	0.0000
307.0000	4928.0514	992780.4059	25.0800	0.0000	0.0000	1.4210	18.3940	36.5041	0.0000	0.0000	0.0000
308.0000	4927.8236	992781.1719	25.0600	0.0000	0.0000	1.4210	18.3940	36.5024	0.0000	0.0000	0.0000
309.0000	4928.7884	992779.9898	25.0300	0.0000	0.0000	1.4210	18.3940	36.5095	0.0000	0.0000	0.0000
310.0000	4930.4363	992781.2513	24.9800	0.0000	0.0000	1.4210	18.3940	36.5218	0.0000	0.0000	0.0000
311.0000	4929.3846	992781.1956	24.9800	0.0000	0.0000	1.4210	18.3940	36.5140	0.0000	0.0000	0.0000
312.0000	4929.0161	992781.9925	25.0200	0.0000	0.0000	1.4210	18.3940	36.5112	0.0000	0.0000	0.0000
313.0000	4927.8236	992779.7766	25.0200	0.0000	0.0000	1.4210	18.3940	36.5024	0.0000	0.0000	0.0000
314.0000	4931.7695	992779.9255	25.0400	0.0000	0.0000	1.4210	18.3940	36.5316	0.0000	0.0000	0.0000
315.0000	4930.4363	992779.2590	24.9800	0.0000	0.0000	1.4210	18.3940	36.5218	0.0000	0.0000	0.0000
316.0000	4930.0678	992780.7834	25.0300	0.0000	0.0000	1.4210	18.3940	36.5190	0.0000	0.0000	0.0000
317.0000	4928.5069	992780.5281	25.0500	0.0000	0.0000	1.4210	18.3940	36.5075	0.0000	0.0000	0.0000
318.0000	4929.6123	992781.8063	25.0600	0.0000	0.0000	1.4210	18.3940	36.5156	0.0000	0.0000	0.0000
319.0000	4927.4552	992780.5399	25.0500	0.0000	0.0000	1.4210	18.3940	36.4997	0.0000	0.0000	0.0000
320.0000	4931.1195	992781.1998	25.0700	0.0000	0.0000	1.4120	18.3940	36.5268	0.0000	0.0000	0.0000
321.0000	4930.0678	992780.2997	25.1400	0.0000	0.0000	1.4210	18.3940	36.5190	0.0000	0.0000	0.0000
322.0000	4927.9644	992779.7438	25.1900	0.0000	0.0000	1.4210	18.3940	36.5034	0.0000	0.0000	0.0000
323.0000	4931.8565	992780.6855	25.1800	0.0000	0.0000	1.4210	18.3940	36.5323	0.0000	0.0000	0.0000
324.0000	4930.2086	992781.6091	25.0600	0.0000	0.0000	1.4210	18.3940	36.5201	0.0000	0.0000	0.0000
325.0000	4927.9644	992780.4734	25.0500	0.0000	0.0000	1.4210	18.3940	36.5034	0.0000	0.0000	0.0000
326.0000	4927.7367	992781.1310	25.1500	0.0000	0.0000	1.4210	18.3940	36.5018	0.0000	0.0000	0.0000
327.0000	4929.5254	992779.8807	25.1500	0.0000	0.0000	1.4210	18.3940	36.5150	0.0000	0.0000	0.0000
328.0000	4927.7699	992781.1497	25.0400	0.0000	0.0000	1.4210	18.3940	36.5020	0.0000	0.0000	0.0000
329.0000	4929.4716	992781.4614	25.0800	0.0000	0.0000	1.4210	18.3940	36.5146	0.0000	0.0000	0.0000
330.0000	4932.1380	992781.1849	25.2700	0.0000	0.0000	1.4210	18.3940	36.5344	0.0000	0.0000	0.0000
331.0000	4928.1921	992779.4949	25.1800	0.0000	0.0000	1.4210	18.3940	36.5051	0.0000	0.0000	0.0000
332.0000	4929.8401	992780.6495	25.1500	0.0000	0.0000	1.4210	18.3940	36.5173	0.0000	0.0000	0.0000
333.0000	4928.5069	992781.5553	25.2100	0.0000	0.0000	1.4210	18.3940	36.5075	0.0000	0.0000	0.0000
334.0000	4928.4199	992780.5121	25.1800	0.0000	0.0000	1.4210	18.3940	36.5068	0.0000	0.0000	0.0000
335.0000	4929.6123	992781.9117	25.2300	0.0000	0.0000	1.4210	18.3940	36.5156	0.0000	0.0000	0.0000
336.0000	4929.2439	992779.8562	25.1700	0.0000	0.0000	1.4210	18.3940	36.5129	0.0000	0.0000	0.0000
337.0000	4929.3846	992778.4775	25.1100	0.0000	0.0000	1.4210	18.3940	36.5140	0.0000	0.0000	0.0000
338.0000	4927.3682	992779.8936	25.1500	0.0000	0.0000	1.4210	18.3940	36.4990	0.0000	0.0000	0.0000
339.0000	4928.4199	992779.5861	25.1800	0.0000	0.0000	1.4210	18.3940	36.5068	0.0000	0.0000	0.0000
340.0000	4927.4552	992781.7946	25.1800	0.0000	0.0000	1.4210	18.3940	36.4997	0.0000	0.0000	0.0000
341.0000	4928.2791	992781.7452	25.1800	0.0000	0.0000	1.4210	18.3940	36.5079	0.0000	0.0000	0.0000
342.0000	4929.0161	992781.7148	25.1500	0.0000	0.0000	1.4210	18.3940	36.5112	0.0000	0.0000	0.0000
343.0000	4929.9271	992781.1833	25.1400	0.0000	0.0000	1.4210	18.3940	36.5180	0.0000	0.0000	0.0000
344.0000	4928.1384	992780.9844	25.1800	0.0000	0.0000	1.4210	18.3940	36.5047	0.0000	0.0000	0.0000
345.0000	4930.2956	992781.3587	25.2000	0.0000	0.0000	1.4210	18.3940	36.5207	0.0000	0.0000	0.0000
346.0000	4927.5959	992781.6362	25.1900	0.0000	0.0000	1.4210	18.3940	36.5007	0.0000	0.0000	0.0000
347.0000	4932.7675	992780.5704	25.1700	0.0000	0.0000	1.4210	18.3940	36.5390	0.0000	0.0000	0.0000
348.0000	4927.5959	992780.5830	25.2000	0.0000	0.0000	1.4210	18.3940	36.5007	0.0000	0.0000	0.0000
349.0000	4928.1921	992781.6766	25.2100	0.0000	0.0000	1.4210	18.3940	36.5051	0.0000	0.0000	0.0000
350.0000	4929.8401	992780.2076	25.2200	0.0000	0.0000	1.4210	18.3940	36.5173	0.0000	0.0000	0.0000
351.0000	4928.3329	992781.7591	25.2400	0.0000	0.0000	1.4210	18.3940	36.5062	0.0000	0.0000	0.0000
352.0000	4927.5959	992781.4059	25.2000	0.0000	0.0000	1.4210	18.3940	36.5007	0.0000	0.0000	0.0000
353.0000	4928.1384	992781.3718	25.2200	0.0000	0.0000	1.4210	18.3940	36.5047	0.0000	0.0000	0.0000
354.0000	4929.1569	992780.6395	25.2400	0.0000	0.0000	1.4210	18.3940	36.5123	0.0000	0.0000	0.0000
355.0000	4929.6123	992780.6233	25.2200	0.0000	0.0000	1.4210	18.3940	36.5156	0.0000	0.0000	0.0000
356.0000	4927.8236	992781.8596	25.2400	0.0000	0.0000	1.4210	18.3940	36.5024	0.0000	0.0000	0.0000
357.0000	4926.9997	992780.5407	25.2400	0.0000	0.0000	1.4210	18.3940	36.4963	0.0000	0.0000	0.0000
358.0000	4930.0678	992779.0704	25.2700	0.0000	0.0000	1.4210	18.3940	36.5190	0.0000	0.0000	0.0000
359.0000	4926.3164	992780.0543	25.2700	0.0000	0.0000	1.4210	18.3940	36.4912	0.0000	0.0000	0.0000
360.0000	4929.2439	992780.6235	25.2600	0.0000	0.0000	1.4210	18.3940	36.5129	0.0000	0.0000	0.0000
361.0000	4927.9644	992781.0906	25.2400	0.0000	0.0000	1.4210	18.3940	36.5034	0.0000	0.0000	0.0000
362.0000	4929.8401	992782.2463	25.2700	0.0000	0.0000	1.4210	18.3940	36.5173	0.0000	0.0000	0.0000
363.0000	4929.3846	992781.7861	25.3200	0.0000	0.0000	1.4210	18.3940	36.5140	0.0000	0.0000	0.0000
364.0000	4928.0514	992781.8033	25.2700	0.0000	0.0000	1.4210	18.3940	36.5041	0.0000	0.0000	0.0000
365.0000	4926.8589	992781.2273	25.1800	0.0000	0.0000	1.4210	18.3940	36.4953	0.0000	0.0000	0.0000
366.0000	4929.0161	992782.7034	25.2000	0.0000	0.0000	1.4210	18.3940	36.5112	0.0000	0.0000	0.0000
367.0000	4927.3682	992782.3509	25.2200	0.0000	0.0000	1.4210	18.3940	36.4990	0.0000	0.0000	0.0000
368.0000	4928.2791	992780.8543	25.2800	0.0000	0.0000	1.4210	18.3940	36.5058	0.0000	0.0000	0.0000
369.0000	4925.5795	992780.5903	25.3000	0.0000	0.0000	1.4210	18.3940	36.4858	0.0000	0.0000	0.0000
370.0000	4926.5442	992782.1977	25.2300	0.0000	0.0000	1.4210	18.3940	36.4929	0.0000	0.0000	0.0000
371.0000	4927.3682	992781.6756	25.2100	0.0000	0.0000	1.4210	18.3940	36.4990	0.0000	0.0000	0.0000
372.0000	4929.8401	992782.1286	25.2900	0.0000	0.0000	1.4210	18.3940	36.5173	0.0000	0.0000	0.0000
373.0000	4932.8213	992783.7408	25.3200	0.0000	0.0000	1.4210	18.3940	36.5394	0.0000	0.0000	0.0000
374.0000	4926.5442	992782.1273	25.3500	0.0000	0.0000	1.4210	18.3940	36.4929	0.0000	0.0000	0.0000
375.0000	4928.3329	992780.1628	25.3500	0.0000	0.0000	1.4210	18.3940	36.5062	0.0000	0.0000	0.0000
376.0000	4927.9644	992781.0120	25.3200	0.0000	0.0000	1.4210	18.3940	36.5034	0.0000	0.0000	0.0000
377.0000	4926.9997	992781.9890	25.3300	0.0000	0.0000	1.4210	18.3940	36.4963	0.0000	0.0000	0.0000
378.0000	4927.9644	992781.9931	25.3000	0.0000	0.0000	1.4210	18.3940	36.5034	0.0000	0.0000	0.0000
379.0000	4928.0514	992783.1793	25.3500	0.0000	0.0000	1.4210	18.3940	36.5041	0.0000	0.0000	0.0000
380.0000	4926.4034	992782.0210	25.3100	0.0000	0.0000	1.4210	18.3940	36.4919	0.0000	0.0000	0.0000
381.0000	4928.0514	992782.3101	25.2700	0.0000	0.0000	1.4210	18.3940	36.5041	0.0000	0.0000	0.0000
382.0000	4930.6641	992782.1474	25.3200	0.0000	0.0000	1.4210	18.3940	36.5234	0.0000	0.0000	0.0000
383.0000	4928.4736	992781.6936	25.4400	0.0000	0.0000	1.4210	18.3940	36.5072	0.0000	0.0000	0.0000
384.0000	4926.1757	992780.8922	25.4600	0.0000	0.0000	1.4210	18.3940	36.4902	0.0000	0.0000	0.0000
385.0000	4930.4363	992782.5096	25.4200	0.0000	0.0000	1.4210	18.3940	36.5218	0.0000	0.0000	0.0000
386.0000	4925.7202	992781.5559	25.2800	0.0000	0.0000	1.4210	18.3940	36.4868	0.0000	0.0000	0.0000
387.0000	4927.9644	992782.5957	25.3900	0.0000	0.0000	1.4210	18.3940	36.5034	0.0000	0.0000	0.0000
388.0000	4928.6476	992782.6537	25.4300	0.0000	0.0000	1.4210	18.3940	36.5085	0.0000	0.0000	0.0000
389.0000	4930.0678	992782.7851	25.4100	0.0000	0.0000	1.4210	18.3940	36.5190	0.0000	0.0000	0.0000
390.0000	4929.7531	992783.3866	25.3200	0.0000	0.0000	1.4210	18.3940	36.5167	0.0000	0.0000	0.0000
391.0000	4928.6476	992782.4722	25.3400	0.0000	0.0000	1.4210	18.3940	36.5150	0.0000	0.0000	0.0000
392.0000	4926.0349	992782.6993	25.4400	0.0000	0.0000	1.4210	18.3940	36.4891	0.0000	0.0000	0.0000
393.0000	4929.2439	992781.6117	25.4500	0.0000	0.0000	1.4210	18.3940	36.5129	0.0000	0.0000	0.0000
394.0000	4928.7014	992781.8787	25.4600	0.0000	0.0000	1.4210	18.3940	36.5089	0.0000	0.0000	0.0000
395.0000	4928.0514	992782.8081	25.4600	0.0000	0.0000	1.4210	18.3940	36.5041	0.0000	0.0000	0.0000
396.0000	4930.3493	992782.1341	25.4400	0.0000	0.0000	1.4210	18.3940	36.5163	0.0000	0.0000	0.0000
397.0000	4931.6288	992782.4126	25.4600	0.0000	0.0000	1.4210	18.3940	36.5306	0.0000	0.0000	0.0000
398.0000	4927.3144	992783.8222	25.5000	0.0000	0.0000	1.4210	18.3940	36.4986	0.0000	0.0000	0.0000
399.0000	4928.0514	992783.0486	25.5200	0.0000	0.0000	1.4210	18.3940	36.5041	0.0000	0.0000	0.0000
400.0000	4929.0161	992782.4301	25.4800	0.0000	0.0000	1.4210	18.3940	36.5112	0.0000	0.0000	0.0000
401.0000	4928.8754	992782.4536	25.3800	0.0000	0.0000	1.4210	18.3940	36.5102	0.0000	0.0000	0.0000
402.0000	4928.5606	992782.3100	25.3800	0.0000	0.0000	1.4210	18.3940	36.5079	0.0000	0.0000	0.0000
403.0000	4929.1569	992783.1237	25.4600	0.0000	0.0000	1.4210	18.3940	36.5123	0.0000	0.0000	0.0000
404.0000	4928.8754	992782.5822	25.4000	0.0000	0.0000	1.4210	18.3940	36.5102	0.0000	0.0000	0.0000
405.0000	4929.3308	992782.1831	25.3400	0.0000	0.0000	1.4210	18.3940	36.5136	0.0000	0.0000	0.0000
406.0000	4927.5959	992783.3239	25.3400	0.0000	0.0000	1.4210	18.3940	36.5007	0.0000	0.0000	0.0000
407.0000	4929.1569	992781.8178	25.3900	0.0000	0.0000	1.4210	18.3940	36.5123	0.0000	0.0000	0.0000
408.0000	4928.7884	992782.8773	25.4300	0.0000	0.0000	1.4210	18.3940	36.5095	0.0000	0.0000	0.0000
409.0000	4926.5442	992783.0494	25.4000	0.0000	0.0000	1.4210	18.3940	36.4973	0.0000	0.0000	0.0000
410.0000	4928.7884	992783.7332	25.4600	0.0000	0.0000	1.4210	18.3940	36.5095	0.0000	0.0000	0.0000
411.0000	4928.1921	992782.9952	25.5100	0.0000	0.0000	1.4210	18.3940	36.5051	0.0000	0.0000	0.0000
412.0000	4929.2439	992781.8267	25.5600	0.0000	0.0000	1.4210	18.3940	36.5129	0.0000	0.0000	0.0000
413.0000	4927.5959	992782.3315	25.5300	0.0000	0.0000	1.4210	18.3940	36.5007	0.0000	0.0000	0.0000
414.0000	4929.3846	992781.3200	25.4600	0.0000	0.0000	1.4210	18.3940	36.5140	0.0000	0.0000	0.0000
415.0000	4928.2791	992782.3082	25.4300	0.0000	0.0000	1.4210	18.3940	36.5058	0.0000	0.0000	0.0000
416.0000	4931.7158	992780.8367	25.5500	0.0000	0.0000	1.4210	18.3940	36.5312	0.0000	0.0000	0.0000
417.0000	4929.7531	992781.9838	25.5500	0.0000	0.0000	1.4210	18.3940	36.5167	0.0000	0.0000	0.0000
418.0000	4929.9808	992782.0367	25.4800	0.0000	0.0000	1.4210	18.3940	36.5184	0.0000	0.0000	0.0000
419.0000	4928.9291	992781.4782	25.5100	0.0000	0.0000	1.4210	18.3940	36.5106	0.0000	0.0000	0.0000
420.0000	4927.5959	992782.8123	25.5700	0.0000	0.0000	1.4210	18.3940	36.5007	0.0000	0.0000	0.0000
421.0000	4926.5442	992783.7556	25.5800	0.0000	0.0000	1.4210	18.3940	36.4929	0.0000	0.0000	0.0000
422.0000	4926.4034	992781.9179	25.5100	0.0000	0.0000	1.4210	18.3940	36.4919	0.0000	0.0000	0.0000
423.0000	4927.3682	992782.1661	25.5000	0.0000	0.0000	1.4210	18.3940	36.4990	0.0000	0.0000	0.0000
424.0000	4930.5771	992781.6435	25.5100	0.0000	0.0000	1.4210	18.3940	36.5228	0.0000	0.0000	0.0000
425.0000	4928.1921	992782.3600	25.5200	0.0000	0.0000	1.4210	18.3940	36.5051	0.0000	0.0000	0.0000
426.0000	4928.5606	992782.6692	25.4900	0.0000	0.0000	1.4210	18.3940	36.5079	0.0000	0.0000	0.0000
427.0000	4926.9997	992782.6906	25.4800	0.0000	0.0000	1.4210	18.3940	36.4963	0.0000	0.0000	0.0000
428.0000	4928.6476	992781.1517	25.5000	0.0000	0.0000	1.4210	18.3940	36.5085	0.0000	0.0000	0.0000
429.0000	4925.3517	992781.4948	25.5500	0.0000	0.0000	1.4210	18.3940	36.4841	0.0000	0.0000	0.0000
430.0000	4928.9624	992780.8875	25.5400	0.0000	0.0000	1.4210	18.3940	36.5108	0.0000	0.0000	0.0000
431.0000	4927.3682	992781.4566	25.5500	0.0000	0.0000	1.4210	18.3940	36.4990	0.0000	0.0000	0.0000
432.0000	4927.3682	992780.9591	25.6100	0.0000	0.0000	1.4210	18.3940	36.4990	0.0000	0.0000	0.0000
433.0000	4929.2439	992781.8066	25.5500	0.0000	0.0000	1.4210	18.3940	36.5129	0.0000	0.0000	0.0000
434.0000	4928.7884	992782.9952	25.4800	0.0000	0.0000	1.4210	18.3940	36.5095	0.0000	0.0000	0.0000
435.0000	4931.8565	992781.5046	25.5200	0.0000	0.0000	1.4210	18.3940	36.5323	0.0000	0.0000	0.0000
436.0000	4930.5771	992781.0732	25.6100	0.0000	0.0000	1.4210	18.3940	36.5228	0.0000	0.0000	0.0000
437.0000	4926.4034	992782.0785	25.6000	0.0000	0.0000	1.4210	18.3940	36.4919	0.0000	0.0000	0.0000
438.0000	4926.7719	992782.6124	25.6000	0.0000	0.0000	1.4210	18.3940	36.4946	0.0000	0.0000	0.0000
439.0000	4928.6476	992780.7576	25.6700	0.0000	0.0000	1.4210	18.3940	36.5085	0.0000	0.0000	0.0000
440.0000	4927.5959	992781.5932	25.5900	0.0000	0.0000	1.4210	18.3940	36.5007	0.0000	0.0000	0.0000
441.0000	4928.5606	992781.3833	25.5000	0.0000	0.0000	1.4210	18.3940	36.5079	0.0000	0.0000	0.0000
442.0000	4931.1733	992782.0976	25.5200	0.0000	0.0000	1.4210	18.3940	36.5272	0.0000	0.0000	0.0000
